id,product_name,slug,category,store,price,discount_price,effective_price,stock,is_featured,tag
534,Classic Grey Hooded Sweatshirt,classic-grey-hooded-sweatshirt-3,Accessories,Pokhara Modern Mall,11700.00,,11700.00,22,False,STYLE PICK
533,Classic Heather Gray Hoodie,classic-heather-gray-hoodie-3,Accessories,Pokhara Modern Mall,8970.00,,8970.00,20,True,STYLE PICK
544,Classic High-Waisted Athletic Shorts,classic-high-waisted-athletic-shorts-2,Accessories,Pokhara Modern Mall,5590.00,5031.00,5031.00,42,False,BEST DEAL
539,Classic Navy Blue Baseball Cap,classic-navy-blue-baseball-cap-3,Accessories,Pokhara Modern Mall,7930.00,,7930.00,32,False,STYLE PICK
543,Classic Olive Chino Shorts,classic-olive-chino-shorts-2,Accessories,Pokhara Modern Mall,10920.00,,10920.00,40,False,SHOP PICK
541,Classic Red Baseball Cap,classic-red-baseball-cap-2,Accessories,Pokhara Modern Mall,4550.00,,4550.00,36,False,STYLE PICK
538,Classic Red Jogger Sweatpants,classic-red-jogger-sweatpants-3,Accessories,Pokhara Modern Mall,12740.00,,12740.00,30,False,STYLE PICK
532,Classic Red Pullover Hoodie,classic-red-pullover-hoodie-3,Accessories,Pokhara Modern Mall,1300.00,1170.00,1170.00,18,True,STYLE DEAL
545,Classic White Crew Neck T-Shirt,classic-white-crew-neck-t-shirt-3,Accessories,Pokhara Modern Mall,5070.00,,5070.00,44,False,STYLE PICK
546,Classic White Tee - Timeless Style and Comfort,classic-white-tee-timeless-style-and-comfort-3,Accessories,Pokhara Modern Mall,9490.00,,9490.00,46,False,STYLE PICK
36,Corsair MM300 PRO Extended Mouse Pad,corsair-mm300-pro-extended-mouse-pad,Accessories,New Road Tech Suppliers,4500.00,,4500.00,50,False,Desk
551,Efficient 2-Slice Toaster,efficient-2-slice-toaster-3,Accessories,Pokhara Modern Mall,6240.00,,6240.00,56,False,SHOP PICK
234,Futuristic Holographic Soccer Cleats,futuristic-holographic-soccer-cleats,Accessories,Pokhara Modern Mall,5070.00,,5070.00,60,False,SHOP PICK
230,Futuristic Silver and Gold High-Top Sneaker,futuristic-silver-and-gold-high-top-sneaker,Accessories,Pokhara Modern Mall,8840.00,,8840.00,52,False,STYLE PICK
270,Graphic Tablet,graphic-tablet,Accessories,New Road Tech Suppliers,3085.00,2869.00,2869.00,43,True,Maker
39,Keychron Q1 Pro Mechanical Keyboard,keychron-q1-pro-mechanical-keyboard,Accessories,New Road Tech Suppliers,28000.00,,28000.00,50,False,Custom
274,Laptop Stand,laptop-stand,Accessories,New Road Tech Suppliers,3417.00,3177.00,3177.00,63,False,Maker
8,Logitech MX Mechanical,logitech-mx-mechanical,Accessories,New Road Tech Suppliers,19999.00,17999.00,17999.00,18,False,Keyboard
118,MBJ Women's Solid Short Sleeve Boat Neck V,mbj-womens-solid-short-sleeve-boat-neck-v,Accessories,Bharatpur General Store,1280.00,,1280.00,52,True,BEST SELLER
505,MBJ Women's Solid Short Sleeve Boat Neck V,mbj-womens-solid-short-sleeve-boat-neck-v-3,Accessories,Bharatpur General Store,1280.00,,1280.00,52,True,TOP RATED
186,MBJ Women's Solid Short Sleeve Boat Neck V - Bharatpur General Store,mbj-womens-solid-short-sleeve-boat-neck-v-2,Accessories,Bharatpur General Store,1280.00,,1280.00,52,True,TOP RATED
491,Mens Casual Slim Fit,mens-casual-slim-fit-3,Accessories,Bharatpur General Store,2079.00,,2079.00,24,False,SHOP PICK
104,Mens Casual Slim Fit - Bharatpur General Store,mens-casual-slim-fit,Accessories,Bharatpur General Store,2079.00,,2079.00,24,False,NEW ARRIVAL
172,Mens Casual Slim Fit - Bharatpur General Store Variant 3,mens-casual-slim-fit-2,Accessories,Bharatpur General Store,2079.00,,2079.00,24,False,SHOP PICK
506,Opna Women's Short Sleeve Moisture,opna-womens-short-sleeve-moisture-3,Accessories,Bharatpur General Store,1034.00,,1034.00,54,False,SHOP PICK
119,Opna Women's Short Sleeve Moisture - Bharatpur General Store,opna-womens-short-sleeve-moisture,Accessories,Bharatpur General Store,1034.00,,1034.00,54,False,POPULAR
187,Opna Women's Short Sleeve Moisture - Bharatpur General Store Variant 3,opna-womens-short-sleeve-moisture-2,Accessories,Bharatpur General Store,1034.00,,1034.00,54,False,SHOP PICK
98,Phone Case Pack,phone-case-pack,Accessories,New Road Tech Suppliers,899.00,699.00,699.00,100,False,Phone
273,Phone Case Pack 3,phone-case-pack-3,Accessories,New Road Tech Suppliers,3334.00,3100.00,3100.00,58,False,Maker
272,Portable SSD,portable-ssd,Accessories,New Road Tech Suppliers,3251.00,3023.00,3023.00,53,False,Maker
268,Raspberry Pi 5 Kit,raspberry-pi-5-kit,Accessories,New Road Tech Suppliers,2919.00,2714.00,2714.00,33,False,Maker
83,Raspberry Pi 5 Starter Kit,raspberry-pi-5-starter-kit,Accessories,New Road Tech Suppliers,12999.00,11999.00,11999.00,16,True,Maker
487,Raspberry Pi 5 Starter Kit,raspberry-pi-5-starter-kit-3,Accessories,New Road Tech Suppliers,12999.00,11999.00,11999.00,10,False,Maker
100,Raspberry Pi 5 Starter Kit - New Road Tech Suppliers,raspberry-pi-5-starter-kit-2,Accessories,New Road Tech Suppliers,12999.00,11999.00,11999.00,10,False,Maker
10,Samsung T7 Shield SSD 2TB,samsung-t7-shield-ssd-2tb,Accessories,New Road Tech Suppliers,16999.00,14999.00,14999.00,40,False,Storage
38,SanDisk 1TB Dual Drive USB-C,sandisk-1tb-dual-drive-usb-c,Accessories,New Road Tech Suppliers,9500.00,,9500.00,50,False,Storage
110,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,sandisk-ssd-plus-1tb-internal-ssd-sata-iii-6-gbs,Accessories,Bharatpur General Store,14170.00,,14170.00,36,False,TRENDING
497,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,sandisk-ssd-plus-1tb-internal-ssd-sata-iii-6-gbs-3,Accessories,Bharatpur General Store,14170.00,,14170.00,36,False,TECH PICK
178,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s - Bharatpur General Store,sandisk-ssd-plus-1tb-internal-ssd-sata-iii-6-gbs-2,Accessories,Bharatpur General Store,14170.00,,14170.00,36,False,TECH PICK
111,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,silicon-power-256gb-ssd-3d-nand-a55-slc-cache-performance-boost-sata-iii-25,Accessories,Bharatpur General Store,14170.00,,14170.00,38,True,POPULAR
498,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,silicon-power-256gb-ssd-3d-nand-a55-slc-cache-performance-boost-sata-iii-25-3,Accessories,Bharatpur General Store,14170.00,,14170.00,38,True,TOP RATED
179,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5 - Bharatpur General Store,silicon-power-256gb-ssd-3d-nand-a55-slc-cache-performance-boost-sata-iii-25-2,Accessories,Bharatpur General Store,14170.00,,14170.00,38,True,TOP RATED
550,Sleek Comfort-Fit Over-Ear Headphones,sleek-comfort-fit-over-ear-headphones-3,Accessories,Pokhara Modern Mall,3640.00,,3640.00,54,False,SHOP PICK
553,Sleek Modern Laptop for Professionals,sleek-modern-laptop-for-professionals-3,Accessories,Pokhara Modern Mall,12610.00,,12610.00,62,False,TECH PICK
233,Sleek Modern Laptop with Ambient Lighting,sleek-modern-laptop-with-ambient-lighting,Accessories,Pokhara Modern Mall,5590.00,,5590.00,60,False,TECH PICK
168,Sleek Smartwatch with Vibrant Display,sleek-smartwatch-with-vibrant-display,Accessories,Pokhara Modern Mall,2080.00,,2080.00,64,False,TRENDING
548,Sleek White & Orange Wireless Gaming Controller,sleek-white-orange-wireless-gaming-controller-2,Accessories,Pokhara Modern Mall,8970.00,8073.00,8073.00,50,False,BEST DEAL
164,Sleek Wireless Computer Mouse,sleek-wireless-computer-mouse,Accessories,Pokhara Modern Mall,1300.00,,1300.00,56,False,NEW ARRIVAL
552,Sleek Wireless Computer Mouse,sleek-wireless-computer-mouse-3,Accessories,Pokhara Modern Mall,1300.00,1170.00,1170.00,58,False,TECH DEAL
231,Sleek Wireless Computer Mouse - Pokhara Modern Mall,sleek-wireless-computer-mouse-2,Accessories,Pokhara Modern Mall,1300.00,,1300.00,54,False,TECH PICK
549,Sleek Wireless Headphone & Inked Earbud Set,sleek-wireless-headphone-inked-earbud-set-2,Accessories,Pokhara Modern Mall,5720.00,,5720.00,52,False,SHOP PICK
106,Solid Gold Petite Micropave,solid-gold-petite-micropave,Accessories,Bharatpur General Store,21840.00,,21840.00,28,False,TRENDING
493,Solid Gold Petite Micropave,solid-gold-petite-micropave-3,Accessories,Bharatpur General Store,21840.00,,21840.00,28,False,SHOP PICK
174,Solid Gold Petite Micropave - Bharatpur General Store,solid-gold-petite-micropave-2,Accessories,Bharatpur General Store,21840.00,,21840.00,28,False,SHOP PICK
229,Stylish Red & Silver Over-Ear Headphones,stylish-red-silver-over-ear-headphones,Accessories,Pokhara Modern Mall,5070.00,,5070.00,64,False,SHOP PICK
271,USB-C Hub 1,usb-c-hub-1,Accessories,New Road Tech Suppliers,3168.00,2787.00,2787.00,48,False,Maker
109,WD 2TB Elements Portable External Hard Drive - USB 3.0,wd-2tb-elements-portable-external-hard-drive-usb-30,Accessories,Bharatpur General Store,8320.00,7488.00,7488.00,34,False,SPECIAL
496,WD 2TB Elements Portable External Hard Drive - USB 3.0,wd-2tb-elements-portable-external-hard-drive-usb-30-3,Accessories,Bharatpur General Store,8320.00,7488.00,7488.00,34,False,BEST DEAL
177,WD 2TB Elements Portable External Hard Drive - USB 3.0 - Bharatpur General Store,wd-2tb-elements-portable-external-hard-drive-usb-30-2,Accessories,Bharatpur General Store,8320.00,7488.00,7488.00,34,False,BEST DEAL
107,White Gold Plated Princess,white-gold-plated-princess,Accessories,Bharatpur General Store,1299.00,,1299.00,30,False,FEATURED
494,White Gold Plated Princess,white-gold-plated-princess-3,Accessories,Bharatpur General Store,1299.00,,1299.00,30,False,SHOP PICK
175,White Gold Plated Princess - Bharatpur General Store,white-gold-plated-princess-2,Accessories,Bharatpur General Store,1299.00,,1299.00,30,False,SHOP PICK
7,Xiaomi Pad 7 Pro,xiaomi-pad-7-pro,Accessories,New Road Tech Suppliers,42999.00,38999.00,38999.00,12,False,Tablet
12,Xiaomi Smart Band 9,xiaomi-smart-band-9,Accessories,New Road Tech Suppliers,3999.00,3499.00,3499.00,100,False,Wearable
360,Air Fryer,air-fryer,Appliances,Baneshwor Home Mart,11053.00,10279.00,10279.00,33,False,Appliance
25,CG 190L Single Door Refrigerator,cg-190l-single-door-refrigerator,Appliances,Baneshwor Home Mart,32999.00,29999.00,29999.00,11,True,Appliance
166,Efficient 2-Slice Toaster,efficient-2-slice-toaster,Appliances,Pokhara Modern Mall,6240.00,,6240.00,60,False,NEW ARRIVAL
222,Efficient 2-Slice Toaster - Pokhara Modern Mall,efficient-2-slice-toaster-2,Appliances,Pokhara Modern Mall,6240.00,,6240.00,36,False,HOME PICK
359,Electric Kettle 2,electric-kettle-2,Appliances,Baneshwor Home Mart,10970.00,10202.00,10202.00,28,False,Appliance
363,Hand Blender 3,hand-blender-3,Appliances,Baneshwor Home Mart,11302.00,10510.00,10510.00,48,False,Appliance
358,Mixer Grinder,mixer-grinder,Appliances,Baneshwor Home Mart,10887.00,10124.00,10124.00,23,False,Appliance
365,Rice Cooker Mini 2,rice-cooker-mini-2,Appliances,Baneshwor Home Mart,11468.00,10091.00,10091.00,58,False,Appliance
362,Toaster Oven,toaster-oven,Appliances,Baneshwor Home Mart,11219.00,10433.00,10433.00,43,True,Appliance
364,Vacuum Cleaner,vacuum-cleaner,Appliances,Baneshwor Home Mart,11385.00,10588.00,10588.00,53,False,Appliance
361,Water Filter 1,water-filter-1,Appliances,Baneshwor Home Mart,11136.00,9799.00,9799.00,38,False,Appliance
26,Xiaomi Smart Air Purifier 4,xiaomi-smart-air-purifier-4,Appliances,Baneshwor Home Mart,23999.00,20999.00,20999.00,15,False,Clean Air
4,AirPods Pro 3,airpods-pro-3,Audio,New Road Tech Suppliers,34999.00,31999.00,31999.00,50,True,ANC
350,Bluetooth Speaker,bluetooth-speaker,Audio,New Road Tech Suppliers,10223.00,9507.00,9507.00,53,False,Audio
357,Car Audio Adapter 3,car-audio-adapter-3,Audio,New Road Tech Suppliers,10804.00,9507.00,9507.00,18,False,Audio
352,Earbuds Pro,earbuds-pro,Audio,New Road Tech Suppliers,10389.00,9661.00,9661.00,63,False,Audio
354,Podcast Mic,podcast-mic,Audio,New Road Tech Suppliers,10555.00,9816.00,9816.00,73,False,Audio
356,Portable Audio DAC,portable-audio-dac,Audio,New Road Tech Suppliers,10721.00,9970.00,9970.00,13,False,Audio
165,Sleek Comfort-Fit Over-Ear Headphones,sleek-comfort-fit-over-ear-headphones,Audio,New Road Tech Suppliers,3640.00,3276.00,3276.00,58,False,SPECIAL
226,Sleek Comfort-Fit Over-Ear Headphones - Pokhara Modern Mall,sleek-comfort-fit-over-ear-headphones-2,Audio,New Road Tech Suppliers,3640.00,,3640.00,44,False,AUDIO PICK
163,Sleek Wireless Headphone & Inked Earbud Set,sleek-wireless-headphone-inked-earbud-set,Audio,New Road Tech Suppliers,5720.00,,5720.00,54,False,NEW ARRIVAL
6,Sony WH-1000XM6,sony-wh-1000xm6,Audio,New Road Tech Suppliers,44999.00,39999.00,39999.00,25,True,Premium
353,Soundbar Mini 2,soundbar-mini-2,Audio,New Road Tech Suppliers,10472.00,9215.00,9215.00,68,False,Audio
355,Studio Headphones 1,studio-headphones-1,Audio,New Road Tech Suppliers,10638.00,9893.00,9893.00,8,True,Audio
351,Wireless Headphones 3,wireless-headphones-3,Audio,New Road Tech Suppliers,10306.00,9584.00,9584.00,58,False,Audio
88,Bike Helmet Pro,bike-helmet-pro,Automotive & Bikes,Teku Auto & Bike Store,3999.00,3399.00,3399.00,22,True,Ride
301,Bike Lock,bike-lock,Automotive & Bikes,Teku Auto & Bike Store,5907.00,5493.00,5493.00,73,False,Ride
89,Bike Phone Holder,bike-phone-holder,Automotive & Bikes,Teku Auto & Bike Store,1299.00,999.00,999.00,30,False,Ride
299,Bike Phone Holder 1,bike-phone-holder-1,Automotive & Bikes,Teku Auto & Bike Store,5658.00,5261.00,5261.00,58,False,Ride
302,Car Vacuum 2,car-vacuum-2,Automotive & Bikes,Teku Auto & Bike Store,5990.00,5570.00,5570.00,8,True,Ride
303,Dash Cam,dash-cam,Automotive & Bikes,Teku Auto & Bike Store,6073.00,5647.00,5647.00,13,False,Ride
90,LED Bike Light Set,led-bike-light-set,Automotive & Bikes,Teku Auto & Bike Store,1599.00,1299.00,1299.00,34,False,Safety
304,Riding Gloves 1,riding-gloves-1,Automotive & Bikes,Teku Auto & Bike Store,6156.00,5417.00,5417.00,18,False,Ride
300,Tyre Inflator 3,tyre-inflator-3,Automotive & Bikes,Teku Auto & Bike Store,5824.00,5125.00,5125.00,68,False,Ride
126,Calvin Klein CK One,calvin-klein-ck-one,Beauty,Everest Lifestyle Mart,6499.00,6376.00,6376.00,29,False,SALE
513,Calvin Klein CK One,calvin-klein-ck-one-3,Beauty,Everest Lifestyle Mart,6499.00,6376.00,6376.00,29,False,BEAUTY DEAL
194,Calvin Klein CK One - Everest Lifestyle Mart,calvin-klein-ck-one-2,Beauty,Everest Lifestyle Mart,6499.00,6376.00,6376.00,29,False,BEAUTY DEAL
127,Chanel Coco Noir Eau De,chanel-coco-noir-eau-de,Beauty,Everest Lifestyle Mart,16899.00,14109.00,14109.00,58,False,SPECIAL
514,Chanel Coco Noir Eau De,chanel-coco-noir-eau-de-3,Beauty,Everest Lifestyle Mart,16899.00,14109.00,14109.00,58,False,BEAUTY DEAL
195,Chanel Coco Noir Eau De - Everest Lifestyle Mart,chanel-coco-noir-eau-de-2,Beauty,Everest Lifestyle Mart,16899.00,14109.00,14109.00,58,False,BEAUTY DEAL
128,Dior J'adore,dior-jadore,Beauty,Everest Lifestyle Mart,11699.00,9977.00,9977.00,98,False,SALE
515,Dior J'adore,dior-jadore-3,Beauty,Everest Lifestyle Mart,11699.00,9977.00,9977.00,98,False,BEAUTY DEAL
196,Dior J'adore - Everest Lifestyle Mart,dior-jadore-2,Beauty,Everest Lifestyle Mart,11699.00,9977.00,9977.00,98,False,BEAUTY DEAL
129,Dolce Shine Eau de,dolce-shine-eau-de,Beauty,Everest Lifestyle Mart,9099.00,9043.00,9043.00,4,False,HOT DEAL
516,Dolce Shine Eau de,dolce-shine-eau-de-3,Beauty,Everest Lifestyle Mart,9099.00,9043.00,9043.00,4,False,BEAUTY DEAL
197,Dolce Shine Eau de - Everest Lifestyle Mart,dolce-shine-eau-de-2,Beauty,Everest Lifestyle Mart,9099.00,9043.00,9043.00,4,False,BEAUTY DEAL
121,Essence Mascara Lash Princess,essence-mascara-lash-princess,Beauty,Everest Lifestyle Mart,1299.00,1163.00,1163.00,99,True,HOT DEAL
508,Essence Mascara Lash Princess,essence-mascara-lash-princess-3,Beauty,Everest Lifestyle Mart,1299.00,1163.00,1163.00,99,True,BEAUTY DEAL
189,Essence Mascara Lash Princess - Everest Lifestyle Mart,essence-mascara-lash-princess-2,Beauty,Everest Lifestyle Mart,1299.00,1163.00,1163.00,99,True,BEAUTY DEAL
122,Eyeshadow Palette with Mirror,eyeshadow-palette-with-mirror,Beauty,Everest Lifestyle Mart,2599.00,2126.00,2126.00,34,True,HOT DEAL
509,Eyeshadow Palette with Mirror,eyeshadow-palette-with-mirror-3,Beauty,Everest Lifestyle Mart,2599.00,2126.00,2126.00,34,True,BEAUTY DEAL
190,Eyeshadow Palette with Mirror - Everest Lifestyle Mart,eyeshadow-palette-with-mirror-2,Beauty,Everest Lifestyle Mart,2599.00,2126.00,2126.00,34,True,BEAUTY DEAL
130,Gucci Bloom Eau de,gucci-bloom-eau-de,Beauty,Everest Lifestyle Mart,10399.00,8903.00,8903.00,91,False,SPECIAL
517,Gucci Bloom Eau de,gucci-bloom-eau-de-3,Beauty,Everest Lifestyle Mart,10399.00,8903.00,8903.00,91,False,BEAUTY DEAL
198,Gucci Bloom Eau de - Everest Lifestyle Mart,gucci-bloom-eau-de-2,Beauty,Everest Lifestyle Mart,10399.00,8903.00,8903.00,91,False,BEAUTY DEAL
21,Philips Beard Trimmer,philips-beard-trimmer,Beauty,Baneshwor Home Mart,4999.00,3999.00,3999.00,36,False,Grooming
123,Powder Canister,powder-canister,Beauty,Everest Lifestyle Mart,1949.00,1757.00,1757.00,89,True,HOT DEAL
510,Powder Canister,powder-canister-3,Beauty,Everest Lifestyle Mart,1949.00,1757.00,1757.00,89,True,BEAUTY DEAL
191,Powder Canister - Everest Lifestyle Mart,powder-canister-2,Beauty,Everest Lifestyle Mart,1949.00,1757.00,1757.00,89,True,BEAUTY DEAL
124,Red Lipstick,red-lipstick,Beauty,Everest Lifestyle Mart,1689.00,1484.00,1484.00,91,False,HOT DEAL
511,Red Lipstick,red-lipstick-3,Beauty,Everest Lifestyle Mart,1689.00,1484.00,1484.00,91,False,BEAUTY DEAL
192,Red Lipstick - Everest Lifestyle Mart,red-lipstick-2,Beauty,Everest Lifestyle Mart,1689.00,1484.00,1484.00,91,False,BEAUTY DEAL
125,Red Nail Polish,red-nail-polish,Beauty,Everest Lifestyle Mart,1169.00,1035.00,1035.00,79,False,HOT DEAL
512,Red Nail Polish,red-nail-polish-3,Beauty,Everest Lifestyle Mart,1169.00,1035.00,1035.00,79,False,BEAUTY DEAL
193,Red Nail Polish - Everest Lifestyle Mart,red-nail-polish-2,Beauty,Everest Lifestyle Mart,1169.00,1035.00,1035.00,79,False,BEAUTY DEAL
20,The Ordinary Niacinamide 10%,the-ordinary-niacinamide-10,Beauty,Baneshwor Home Mart,2499.00,2199.00,2199.00,42,True,Beauty
238,+2 Physics Book 3,2-physics-book-3,Books,Boudha Books & Stationery,194.00,180.00,180.00,18,True,Book
366,Anime Art Book 2,anime-art-book-2,Books,Boudha Books & Stationery,1689.00,1570.00,1570.00,63,True,Book
29,Atomic Habits,atomic-habits,Books,Boudha Books & Stationery,1199.00,999.00,999.00,48,True,Book
483,Atomic Habits,atomic-habits-3,Books,Boudha Books & Stationery,1199.00,999.00,999.00,32,False,Book
71,Atomic Habits - Boudha Books & Stationery,atomic-habits-2,Books,Boudha Books & Stationery,1199.00,999.00,999.00,32,False,Book
30,Classmate Notebook Pack,classmate-notebook-pack,Books,Boudha Books & Stationery,599.00,499.00,499.00,90,False,School
484,Classmate Notebook Pack,classmate-notebook-pack-3,Books,Boudha Books & Stationery,599.00,499.00,499.00,90,False,School
72,Classmate Notebook Pack - Boudha Books & Stationery,classmate-notebook-pack-2,Books,Boudha Books & Stationery,599.00,499.00,499.00,90,False,School
429,Diversified Pro Books SEE Prep Guide 137,diversified-pro-books-see-prep-guide-137,Books,Boudha Books & Stationery,1689.00,1570.00,1570.00,63,True,Book
242,English Grammar Workbook 1,english-grammar-workbook-1,Books,Boudha Books & Stationery,342.00,318.00,318.00,38,True,Book
239,Entrance Exam Mastery,entrance-exam-mastery,Books,Boudha Books & Stationery,231.00,214.00,214.00,23,True,Book
241,GK Nepal Book,gk-nepal-book,Books,Boudha Books & Stationery,305.00,283.00,283.00,33,True,Book
369,History Atlas 1,history-atlas-1,Books,Boudha Books & Stationery,1800.00,1584.00,1584.00,8,True,Book
368,JavaScript Quick Ref 4,javascript-quick-ref-4,Books,Boudha Books & Stationery,1763.00,1639.00,1639.00,73,True,Book
244,Kids Story Book 3,kids-story-book-3,Books,Boudha Books & Stationery,416.00,366.00,366.00,48,True,Book
367,Nepali Grammar Guide 3,nepali-grammar-guide-3,Books,Boudha Books & Stationery,1726.00,1605.00,1605.00,68,True,Book
243,Novel Collection,novel-collection,Books,Boudha Books & Stationery,379.00,352.00,352.00,43,True,Book
74,Programming Books Bundle,programming-books-bundle,Books,Boudha Books & Stationery,1999.00,1799.00,1799.00,18,True,Code
240,Python Programming Book 2,python-programming-book-2,Books,Boudha Books & Stationery,268.00,235.00,235.00,28,True,Book
485,SEE Entrance Prep Books Pack,see-entrance-prep-books-pack,Books,Boudha Books & Stationery,1599.00,1399.00,1399.00,25,True,Exam
237,SEE Prep Guide,see-prep-guide,Books,Boudha Books & Stationery,157.00,146.00,146.00,13,True,Book
73,Self Help Books Collection,self-help-books-collection,Books,Boudha Books & Stationery,1599.00,1399.00,1399.00,25,True,Exam
315,Action Camera 1,action-camera-1,Cameras,New Road Tech Suppliers,16507.00,14526.00,14526.00,8,True,Camera
97,CCTV Bullet Camera,cctv-bullet-camera,Cameras,New Road Tech Suppliers,6499.00,5799.00,5799.00,14,False,Security
316,Camera Bag 3,camera-bag-3,Cameras,New Road Tech Suppliers,16781.00,15606.00,15606.00,18,True,Camera
312,Canon EOS R50,canon-eos-r50,Cameras,New Road Tech Suppliers,16096.00,14969.00,14969.00,63,True,Camera
96,Canon EOS R50 Camera,canon-eos-r50-camera,Cameras,New Road Tech Suppliers,89999.00,85999.00,85999.00,9,True,Camera
317,Lens Cleaning Kit,lens-cleaning-kit,Cameras,New Road Tech Suppliers,16918.00,15733.00,15733.00,23,True,Camera
313,Nikon Z50 2,nikon-z50-2,Cameras,New Road Tech Suppliers,16233.00,15096.00,15096.00,68,True,Camera
318,Ring Light Camera Kit 2,ring-light-camera-kit-2,Cameras,New Road Tech Suppliers,17055.00,15008.00,15008.00,28,True,Camera
314,Tripod Stand,tripod-stand,Cameras,New Road Tech Suppliers,16370.00,15224.00,15224.00,73,True,Camera
60,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,clothing-15,Clothing & Apparel,Fashion Hub,7408.70,,7408.70,50,False,
65,DANVOUY Womens T Shirt Casual Cotton Short,clothing-20,Clothing & Apparel,Fashion Hub,1688.70,,1688.70,50,False,
56,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",clothing-1,Clothing & Apparel,Fashion Hub,14293.50,,14293.50,50,False,
61,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,clothing-16,Clothing & Apparel,Fashion Hub,3893.50,,3893.50,50,False,
63,MBJ Women's Solid Short Sleeve Boat Neck V ,clothing-18,Clothing & Apparel,Fashion Hub,1280.50,,1280.50,50,False,
57,Mens Casual Premium Slim Fit T-Shirts ,clothing-2,Clothing & Apparel,Fashion Hub,2899.00,,2899.00,50,False,
59,Mens Casual Slim Fit,clothing-4,Clothing & Apparel,Fashion Hub,2078.70,,2078.70,50,False,
58,Mens Cotton Jacket,clothing-3,Clothing & Apparel,Fashion Hub,7278.70,,7278.70,50,False,
64,Opna Women's Short Sleeve Moisture,clothing-19,Clothing & Apparel,Fashion Hub,1033.50,,1033.50,50,False,
62,Rain Jacket Women Windbreaker Striped Climbing Raincoats,clothing-17,Clothing & Apparel,Fashion Hub,5198.70,,5198.70,50,False,
94,Bamboo Lunch Box,bamboo-lunch-box,Eco & Sustainable,Patan Eco & Pet Mart,1599.00,1399.00,1399.00,24,False,Eco
306,Bamboo Lunch Box 3,bamboo-lunch-box-3,Eco & Sustainable,Patan Eco & Pet Mart,6322.00,5879.00,5879.00,28,False,Eco
